|Company|Product|TypeName|Inches|Ram|OS|Weight|Price_euros|Screen|ScreenW|ScreenH|Touchscreen|IPSpanel|RetinaDisplay|CPU_company|CPU_freq|CPU_model|PrimaryStorage|SecondaryStorage|PrimaryStorageType|SecondaryStorageType|GPU_company|GPU_model
433|Lenovo|Thinkpad T570|Workstation|15.6|16|Windows 10|2.3|2445.0|4K Ultra HD|3840|2160|No|Yes|No|Intel|2.8|Core i7 7600U|512|0|SSD|No|Nvidia|GeForce 940MX
434|Lenovo|Thinkpad P51|Notebook|15.6|16|Windows 10|2.5|2449.0|Full HD|1920|1080|No|No|No|Intel|2.9|Core i7 7820HQ|512|0|SSD|No|Nvidia|Quadro M2200M
435|Asus|Rog Strix|Gaming|17.3|8|Windows 10|3.2|1695.0|Full HD|1920|1080|No|No|No|AMD|3.2|Ryzen 1600|256|1024|SSD|HDD|AMD|Radeon RX 580
436|HP|15-ra044nv (N3060/4GB/500GB/W10)|Notebook|15.6|4|Windows 10|2.1|347.0|Standard|1366|768|No|No|No|Intel|1.6|Celeron Dual Core N3060|500|0|HDD|No|Intel|HD Graphics 400
437|Google|Pixelbook (Core|Ultrabook|12.3|16|Chrome OS|1.1|2199.0|Standard|2400|1600|Yes|No|No|Intel|1.3|Core i7 7Y75|512|0|SSD|No|Intel|HD Graphics 615
438|Lenovo|ThinkPad T470s|Ultrabook|14.0|24|Windows 10|1.32|2382.0|Standard|2560|1440|No|No|No|Intel|2.7|Core i7 7500U|512|0|SSD|No|Intel|HD Graphics 620
439|Asus|VivoBook Max|Notebook|15.6|4|Linux|2.0|559.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
440|Lenovo|IdeaPad 320-15AST|Notebook|17.3|8|Windows 10|2.8|519.0|Standard|1600|900|No|No|No|AMD|2.5|A6-Series 9220|1024|0|HDD|No|AMD|Radeon R4
441|Dell|Inspiron 5570|Notebook|15.6|4|Windows 10|2.2|749.0|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|AMD|Radeon 530
442|Lenovo|ThinkPad X270|Ultrabook|12.5|8|Windows 10|1.36|1429.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
443|Lenovo|IdeaPad 320-15IAP|Notebook|15.6|4|Windows 10|2.2|349.0|Full HD|1920|1080|No|No|No|Intel|1.1|Pentium Quad Core N4200|128|0|SSD|No|Intel|HD Graphics 505
444|HP|Omen 15-AX205na|Gaming|15.6|8|Windows 10|2.2|1099.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1050
445|Dell|Latitude 5480|Notebook|14.0|8|Windows 10|1.64|1179.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i5 7440HQ|256|0|SSD|No|Nvidia|GeForce 930MX
446|Acer|Aspire ES1-572|Notebook|15.6|4|Linux|2.4|441.8|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|500|0|HDD|No|Intel|HD Graphics 620
447|Dell|Precision 3520|Workstation|15.6|8|Windows 10|2.23|1993.0|Full HD|1920|1080|No|No|No|Intel|3.0|Xeon E3-1505M V6|64|1024|Flash Storage|HDD|Nvidia|Quadro M620
448|MSI|GV62 7RD-1686NL|Gaming|15.6|8|Windows 10|2.2|1027.74|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7300HQ|256|0|SSD|No|Nvidia|GeForce GTX 1050
449|Microsoft|Surface Laptop|Ultrabook|13.5|16|Windows 10 S|1.25|2589.0|Standard|2256|1504|Yes|No|No|Intel|2.5|Core i7 7660U|512|0|SSD|No|Intel|Iris Plus Graphics 640
450|HP|15-bs024nv (i5-7200U/8GB/128GB/W10)|Notebook|15.6|8|Windows 10|1.91|589.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|128|0|SSD|No|Intel|HD Graphics 620
451|Dell|Precision 3520|Workstation|15.6|16|Windows 10|2.17|1975.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i7 6820HQ|256|0|SSD|No|Nvidia|Quadro M620
452|HP|ProBook 650|Workstation|15.6|8|Windows 10|2.31|1534.0|Full HD|1920|1080|No|Yes|No|Intel|2.9|Core i7 7820HQ|512|0|SSD|No|Intel|HD Graphics 620
453|Lenovo|ThinkPad T470|Notebook|14.0|8|Windows 10|1.65|1345.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
454|Dell|Inspiron 5570|Notebook|15.6|8|Windows 10|2.36|979.0|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|128|1024|SSD|HDD|AMD|Radeon 530
455|Dell|Inspiron 3168|2 in 1 Convertible|11.6|4|Windows 10|1.47|479.0|Standard|1366|768|Yes|No|No|Intel|1.6|Pentium Quad Core N3710|500|0|HDD|No|Intel|HD Graphics 405
456|Dell|Alienware 17|Notebook|17.3|8|Windows 10|4.42|2046.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i7 7700HQ|1024|0|HDD|No|Nvidia|GeForce GTX 1060
457|Microsoft|Surface Laptop|Ultrabook|13.5|4|Windows 10 S|1.252|989.0|Standard|2256|1504|Yes|No|No|Intel|2.2|Core M m3-7Y30|128|0|SSD|No|Intel|HD Graphics 615
458|Microsoft|Surface Laptop|Ultrabook|13.5|8|Windows 10 S|1.25|1799.0|Standard|2256|1504|Yes|No|No|Intel|2.5|Core i7 7660U|256|0|SSD|No|Intel|Iris Plus Graphics 640
459|HP|17-BS092ND (i3-6006U/8GB/256GB/W10)|Notebook|17.3|8|Windows 10|2.5|639.9|Standard|1600|900|No|No|No|Intel|2.0|Core i3 6006U|256|0|SSD|No|Intel|HD Graphics 520
460|Acer|Aspire E5-576G|Notebook|15.6|4|Windows 10|2.23|544.0|Full HD|1920|1080|No|No|No|Intel|2.0|Core i3 6006U|1024|0|HDD|No|Nvidia|GeForce 940MX
461|Acer|TravelMate B|Netbook|11.6|4|Windows 10|1.4|435.0|Standard|1366|768|No|No|No|Intel|1.6|Celeron Dual Core N3060|128|0|SSD|No|Intel|HD Graphics 400
462|Asus|Pro P2540UA-AB51|Notebook|15.6|8|Windows 10|2.37|749.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|Intel|HD Graphics 620
463|Lenovo|IdeaPad 510s-14IKB|Notebook|14.0|8|No OS|1.5|799.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i7 7500U|512|0|SSD|No|AMD|Radeon R7 M460
464|Lenovo|Thinkpad P51|Notebook|15.6|8|Windows 10|2.67|2090.0|Full HD|1920|1080|No|No|No|Intel|2.9|Core i7 7820HQ|256|0|SSD|No|Nvidia|Quadro M2200M
465|Asus|X541NA-PD1003Y (N4200/4GB/500GB/W10)|Notebook|15.6|4|Windows 10|2.0|304.0|Standard|1366|768|No|No|No|Intel|1.1|Pentium Quad Core N4200|500|0|HDD|No|Intel|HD Graphics 500
466|Acer|Aspire 5|Notebook|15.6|4|Windows 10|2.2|469.0|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|500|0|HDD|No|Nvidia|GeForce GTX 940MX
467|Dell|Inspiron 5570|Notebook|15.6|8|Windows 10|2.02|759.0|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|2048|0|HDD|No|AMD|Radeon 530
468|HP|Omen 17-an006nv|Gaming|17.3|12|Windows 10|3.78|1699.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|1024|0|HDD|No|Nvidia|GeForce GTX 1060
469|Lenovo|Thinkpad T460s|Ultrabook|14.0|12|Windows 10|1.4|1858.0|Quad HD+|2560|1440|No|Yes|No|Intel|2.6|Core i7 6600U|256|0|SSD|No|Intel|HD Graphics 520
470|HP|Spectre x360|2 in 1 Convertible|13.3|8|Windows 10|1.29|1999.0|4K Ultra HD|3840|2160|Yes|Yes|No|Intel|1.8|Core i7 8550U|512|0|SSD|No|Intel|UHD Graphics 620
471|HP|ZBook 15u|Notebook|15.6|8|Windows 10|1.9|1154.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|500|0|HDD|No|AMD|FirePro W4190M 
472|Google|Pixelbook (Core|Ultrabook|12.3|8|Chrome OS|1.1|1275.0|Standard|2400|1600|Yes|No|No|Intel|1.2|Core i5 7Y57|128|0|SSD|No|Intel|HD Graphics 615
473|Dell|Latitude 7390|Ultrabook|13.3|8|Windows 10|1.42|1841.85|Full HD|1920|1080|Yes|No|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|Intel|UHD Graphics 620
474|Asus|ZenBook Pro|Notebook|15.6|12|Windows 10|2.06|1299.0|4K Ultra HD|3840|2160|No|Yes|No|Intel|2.6|Core i7 6700HQ|128|1024|SSD|HDD|Intel|HD Graphics 530
475|Dell|Latitude E5470|Notebook|14.0|8|Windows 10|1.79|740.0|Standard|1366|768|No|No|No|Intel|2.3|Core i3 6100U|128|0|SSD|No|Intel|HD Graphics 520
476|Dell|Precision M5520|Workstation|15.6|8|Windows 10|1.78|2408.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|0|SSD|No|Nvidia|Quadro M1200
477|Lenovo|Thinkpad T470|Notebook|14.0|8|Windows 10|1.7|1364.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|180|0|SSD|No|Intel|HD Graphics 620
478|Dell|Inspiron 3576|Notebook|15.6|8|Windows 10|2.2|675.0|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|1024|0|HDD|No|AMD|Radeon 520
479|Toshiba|Portege X30-D-10J|Notebook|13.3|8|Windows 10|1.05|1672.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
480|Dell|Inspiron 7570|Notebook|15.6|8|Windows 10|2.16|1262.0|Full HD|1920|1080|No|Yes|No|Intel|1.8|Core i7 8550U|512|0|SSD|No|Nvidia|GeForce 940MX
481|Dell|Vostro 3568|Notebook|15.6|4|Windows 10|2.18|586.6|Standard|1366|768|No|No|No|Intel|2.4|Core i3 7100U|1024|0|HDD|No|Intel|HD Graphics 620
482|HP|ProBook 430|Notebook|13.3|4|Windows 10|1.49|726.0|Full HD|1920|1080|No|Yes|No|Intel|1.6|Core i5 8250U|128|0|SSD|No|Intel|UHD Graphics 620
483|Chuwi|Lapbook 15,6|Notebook|15.6|4|Windows 10|1.89|248.9|Full HD|1920|1080|No|No|No|Intel|1.44|Atom x5-Z8350|64|0|Flash Storage|No|Intel|HD Graphics
484|Lenovo|ThinkPad E570|Notebook|15.6|4|Windows 10|2.3|565.0|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|128|0|SSD|No|Intel|HD Graphics 520
485|Lenovo|ThinkPad E480|Notebook|14.0|8|Windows 10|1.75|1049.0|Full HD|1920|1080|No|Yes|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|Intel|UHD Graphics 620
486|Dell|Precision 3520|Workstation|15.6|16|Windows 10|2.17|2338.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i7 6820HQ|512|0|SSD|No|Nvidia|Quadro M620
487|Dell|XPS 15|Notebook|15.6|16|Windows 10|2.06|1899.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|512|0|SSD|No|Nvidia|GeForce GTX 1050
488|Lenovo|Thinkpad X270|Ultrabook|12.5|16|Windows 10|1.36|1798.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i7 7500U|512|0|SSD|No|Intel|HD Graphics 620
489|Asus|Zenbook UX390UA|Ultrabook|12.5|16|Windows 10|0.91|1950.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|512|0|SSD|No|Intel|HD Graphics 620
490|Lenovo|Thinkpad E570|Notebook|15.6|8|Windows 10|2.3|1011.99|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Nvidia|GeForce 940MX
491|Toshiba|Portege X30-D-10L|Ultrabook|13.3|32|Windows 10|1.05|2799.0|Full HD|1920|1080|Yes|No|No|Intel|2.7|Core i7 7500U|512|0|SSD|No|Intel|HD Graphics 620
492|Asus|VivoBook Pro|Gaming|15.6|8|Windows 10|1.99|1350.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1050
493|Acer|Aspire 5|Notebook|15.6|8|Windows 10|2.2|579.0|Standard|1366|768|No|No|No|AMD|2.5|A10-Series 9620P|1024|0|HDD|No|AMD|Radeon RX 540
494|Asus|Rog G752VL-UH71T|Gaming|17.3|24|Windows 10|4.33|1269.0|Full HD|1920|1080|Yes|Yes|No|Intel|2.6|Core i7 6700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 965M
495|Lenovo|Thinkpad X260|Ultrabook|12.5|8|Windows 10|1.3|1099.0|Standard|1366|768|No|Yes|No|Intel|2.3|Core i5 6200U|180|0|SSD|No|Intel|HD Graphics 520
496|Lenovo|Ideapad 520-15IKBR|Notebook|15.6|8|Windows 10|2.17|898.9|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|256|0|SSD|No|Intel|UHD Graphics 620
497|HP|EliteBook 840|Notebook|14.0|8|Windows 10|1.48|1749.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7600U|1024|0|SSD|No|Intel|HD Graphics 620
498|Lenovo|ThinkPad 13|Notebook|13.3|8|Windows 10|1.4|949.0|Full HD|1920|1080|No|Yes|No|Intel|2.4|Core i3 7100U|256|0|SSD|No|Intel|HD Graphics 620
499|Lenovo|ThinkPad L570|Notebook|15.6|8|Windows 10|2.3|911.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
500|Asus|VivoBook E201NA|Netbook|11.6|4|Windows 10 S|1.2|340.0|Standard|1366|768|No|No|No|Intel|1.1|Celeron Dual Core N3350|64|0|Flash Storage|No|Intel|HD Graphics 500
501|HP|15-BS026nv (i5-7200U/8GB/256GB/Radeon|Notebook|15.6|8|Windows 10|1.91|618.99|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|AMD|Radeon 520
502|Lenovo|Yoga 920-13IKB|2 in 1 Convertible|13.9|8|Windows 10|1.4|1599.0|Full HD|1920|1080|Yes|Yes|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|Intel|UHD Graphics 620
503|Lenovo|IdeaPad 320-14IAP|Notebook|14.0|4|Windows 10|2.1|299.0|Standard|1366|768|No|No|No|Intel|1.1|Celeron Dual Core N3350|500|0|HDD|No|Intel|HD Graphics 500
504|Lenovo|Chromebook N23|Netbook|11.6|4|Chrome OS|1.25|265.0|Standard|1366|768|No|No|No|Intel|1.6|Celeron Dual Core N3060|16|0|SSD|No|Intel|HD Graphics 400
505|Lenovo|ThinkPad 13|Notebook|13.3|8|Windows 10|1.44|949.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
506|Asus|ZenBook UX510UX-CN211T|Notebook|15.6|8|Windows 10|2.0|1224.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|1024|SSD|HDD|Intel|HD Graphics 620
507|Acer|Aspire A515-51G-59QF|Notebook|15.6|4|Windows 10|2.2|613.0|Full HD|1920|1080|No|Yes|No|Intel|1.6|Core i5 8250U|1024|0|HDD|No|Nvidia|GeForce MX150
508|HP|Envy 13-AB002nv|Ultrabook|13.3|8|Windows 10|1.34|1323.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i7 7500U|512|0|SSD|No|Intel|HD Graphics 620
509|Lenovo|Legion Y520-15IKBN|Gaming|15.6|8|No OS|2.4|1149.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1060
510|Dell|XPS 13|Ultrabook|13.3|8|Windows 10|1.29|899.0|Full HD|1920|1080|Yes|Yes|No|Intel|2.5|Core i5 7200U|128|0|SSD|No|Intel|HD Graphics 620
511|Acer|Aspire A515-51G|Notebook|15.6|4|Windows 10|2.2|639.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|500|0|HDD|No|Nvidia|GeForce 940MX
512|Dell|Vostro 5568|Notebook|15.6|8|Windows 10|2.18|836.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|Intel|HD Graphics 620
513|Dell|Inspiron 5570|Notebook|15.6|16|Windows 10|2.2|1219.24|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|256|2048|SSD|HDD|AMD|Radeon 530
514|Xiaomi|Mi Notebook|Notebook|15.6|16|No OS|1.95|1399.95|Full HD|1920|1080|No|Yes|No|Intel|1.8|Core i7 8550U|256|0|SSD|No|Nvidia|GeForce MX150
515|Asus|VivoBook E12|Netbook|11.6|2|Windows 10|1.1|245.0|Standard|1366|768|No|No|No|Intel|1.1|Celeron Dual Core N3350|32|0|Flash Storage|No|Intel|HD Graphics 500
516|HP|15-bs190od (i5-8250U/4GB/1TB/W10)|Notebook|15.6|4|Windows 10|2.04|521.47|Standard|1366|768|Yes|No|No|Intel|1.6|Core i5 8250U|1024|0|HDD|No|Intel|UHD Graphics 620
517|Asus|ROG Zephyrus|Gaming|15.6|24|Windows 10|2.24|2968.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|512|0|SSD|No|Nvidia|GeForce GTX1080
518|HP|Probook 450|Notebook|15.6|8|Windows 10|2.04|889.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Nvidia|GeForce 930MX
519|Asus|FX753VE-GC155T (i7-7700HQ/16GB/1TB|Gaming|17.3|16|Windows 10|3.0|1504.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX1050 Ti
520|Lenovo|Legion Y720-15IKB|Gaming|15.6|8|Windows 10|3.2|1399.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1060
521|HP|Spectre X360|Ultrabook|13.3|8|Windows 10|1.32|1399.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
522|Dell|Latitude 5480|Notebook|14.0|8|Windows 10|1.64|1279.73|Full HD|1920|1080|No|No|No|Intel|2.6|Core i5 7300U|256|0|SSD|No|Intel|HD Graphics 620
523|HP|ProBook 440|Notebook|15.6|4|Windows 10|1.63|689.0|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|128|0|SSD|No|Intel|HD Graphics 520
524|Dell|Inspiron 5770|Notebook|17.3|8|Linux|2.8|889.0|Full HD|1920|1080|No|Yes|No|Intel|1.6|Core i5 8250U|128|1024|SSD|HDD|AMD|Radeon 530
525|Lenovo|ThinkPad L470|Notebook|14.0|8|Windows 7|2.02|1340.0|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6200U|256|0|SSD|No|Intel|HD Graphics 520
526|Lenovo|IdeaPad 320-15IKB|Notebook|15.6|4|Windows 10|2.2|799.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|1024|0|HDD|No|Nvidia|GeForce 920MX
527|Lenovo|IdeaPad 320-15ISK|Notebook|15.6|8|No OS|2.2|459.0|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|2048|0|HDD|No|Nvidia|GeForce 920MX 
528|Dell|Inspiron 3567|Notebook|15.6|4|Windows 10|2.3|585.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|500|0|HDD|No|AMD|Radeon R5 M430
529|Dell|Latitude 5580|Notebook|15.6|8|Windows 10|1.9|1377.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i5 7440HQ|256|0|SSD|No|Intel|HD Graphics 620
530|Dell|Alienware 17|Gaming|17.3|16|Windows 10|4.42|3012.77|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1070
531|Toshiba|Satellite Pro|Notebook|15.6|8|Windows 10|2.0|860.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|500|0|HDD|No|Intel|HD Graphics 620
532|Asus|Zenbook UX510UW-FI095T|Notebook|15.6|8|Windows 10|2.0|1299.0|4K Ultra HD|3840|2160|No|Yes|No|Intel|2.7|Core i7 7500U|256|1024|SSD|HDD|Nvidia|GeForce GTX 960M
533|Mediacom|SmartBook Edge|Notebook|13.3|4|Windows 10|1.2|369.0|Full HD|1920|1080|No|Yes|No|Intel|1.1|Celeron Quad Core N3450|32|0|SSD|No|Intel|HD Graphics 500
534|Asus|ROG Strix|Gaming|15.6|8|Windows 10|2.3|1649.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7300HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1060
535|Dell|Latitude 5580|Notebook|15.6|8|Windows 10|1.93|1369.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7600U|256|0|SSD|No|Nvidia|GeForce 930MX
536|Dell|Inspiron 5570|Notebook|15.6|8|Windows 10|2.2|797.41|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|AMD|Radeon 530
537|HP|250 G6|Notebook|15.6|4|Windows 10|1.86|398.99|Full HD|1920|1080|No|No|No|Intel|1.6|Pentium Quad Core N3710|256|0|SSD|No|Intel|HD Graphics 405
538|HP|Omen 15-ce006nv|Gaming|17.3|12|Windows 10|2.62|1799.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|1024|0|HDD|No|Nvidia|GeForce GTX 1060
539|Lenovo|Thinkpad E470|Notebook|14.0|8|Windows 10|1.87|859.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Nvidia|GeForce 940MX
540|Dell|XPS 13|Ultrabook|13.3|8|Windows 10|1.2|1399.0|Quad HD+|3200|1800|Yes|No|No|Intel|1.8|Core i7 8550U|256|0|SSD|No|Intel|UHD Graphics 620
541|Dell|Vostro 5468|Notebook|14.0|4|Windows 10|1.6|735.87|Full HD|1920|1080|No|No|No|Intel|2.0|Core i3 6006U|128|0|SSD|No|Intel|HD Graphics 520
542|HP|Envy 13-AB020nr|Ultrabook|13.3|8|Windows 10|1.34|1145.0|Quad HD+|3200|1800|No|Yes|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
543|Acer|Aspire 7|Gaming|15.6|8|Linux|2.4|798.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7300HQ|1024|0|HDD|No|Nvidia|GeForce GTX 1050
544|Asus|VivoBook X540YA-XX519T|Notebook|15.6|4|Windows 10|2.0|349.0|Standard|1366|768|No|No|No|AMD|1.8|E-Series 7110|500|0|HDD|No|AMD|Radeon R2 Graphics
545|HP|ProBook 450|Notebook|15.6|4|Windows 10|2.1|705.5|Full HD|1920|1080|No|No|No|Intel|2.4|Core i3 7100U|128|0|SSD|No|Intel|HD Graphics 620
546|Lenovo|ThinkPad E470|Notebook|14.0|4|Windows 10|1.87|785.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|500|0|HDD|No|Intel|HD Graphics 620
547|Lenovo|V310-15ISK (i5-6200U/4GB/1TB/FHD/No|Notebook|15.6|4|No OS|2.15|462.35|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6200U|1024|0|HDD|No|Intel|HD Graphics 520
548|HP|250 G6|Notebook|15.6|4|Windows 10|1.86|397.0|Full HD|1920|1080|No|No|No|Intel|2.0|Core i3 6006U|500|0|HDD|No|Intel|HD Graphics 520
549|Lenovo|ThinkPad T570|Notebook|15.6|8|Windows 10|1.99|1729.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i7 7500U|512|0|SSD|No|Intel|HD Graphics 620
550|Lenovo|IdeaPad 320-15ISK|Notebook|15.6|4|Windows 10|2.2|499.0|Full HD|1920|1080|No|No|No|Intel|2.0|Core i3 6006U|128|0|SSD|No|Intel|HD Graphics 520
551|Dell|Latitude 5580|Notebook|15.6|8|Windows 10|1.9|1116.99|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
552|Dell|Alienware 17|Gaming|17.3|16|Windows 10|4.42|2699.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1070
553|HP|17-X047na (i3-6006U/8GB/1TB/W10)|Notebook|17.3|8|Windows 10|2.65|544.15|Standard|1600|900|No|No|No|Intel|2.0|Core i3 6006U|1024|0|HDD|No|Intel|HD Graphics 520
554|HP|ProBook 470|Notebook|17.3|8|Windows 10|2.63|1280.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|1024|0|HDD|No|Nvidia|GeForce 930MX
555|Asus|A541NA-GO342 (N3350/4GB/500GB/Linux)|Notebook|15.6|4|Linux|2.0|224.0|Standard|1366|768|No|No|No|Intel|1.1|Celeron Dual Core N3350|500|0|HDD|No|Intel|HD Graphics 500
556|Mediacom|SmartBook 130|Notebook|13.3|4|Windows 10|1.35|255.0|Full HD|1920|1080|No|Yes|No|Intel|1.44|Atom x5-Z8350|32|0|Flash Storage|No|Intel|HD Graphics
557|Lenovo|IdeaPad 320-17IKB|Notebook|17.3|6|Windows 10|2.8|949.0|Standard|1600|900|No|No|No|Intel|2.7|Core i7 7500U|128|1024|SSD|HDD|Nvidia|GeForce 940MX
558|HP|15-bw007nv (A10-9620P/6GB/128GB/Radeon|Notebook|15.6|6|Windows 10|1.91|568.9|Full HD|1920|1080|No|Yes|No|AMD|2.5|A10-Series A10-9620P|128|0|SSD|No|AMD|Radeon 530
559|Dell|Vostro 3568|Notebook|15.6|4|Windows 10|2.18|617.9|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|1024|0|HDD|No|AMD|Radeon R5 M420
560|Acer|Spin SP111-31|2 in 1 Convertible|11.6|4|Windows 10|1.25|349.0|Full HD|1920|1080|Yes|Yes|No|Intel|2.0|Celeron Dual Core N3350|32|0|Flash Storage|No|Intel|HD Graphics 500
561|Lenovo|V330-15IKB (i3-7130U/4GB/128GB/FHD/W10)|Notebook|15.6|4|Windows 10|2.05|630.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i3 7130U|128|0|SSD|No|Intel|HD Graphics 620
562|HP|EliteBook 1030|Ultrabook|13.3|16|Windows 10|1.16|1965.0|Quad HD+|3200|1800|Yes|Yes|No|Intel|1.2|Core M 6Y75|512|0|SSD|No|Intel|HD Graphics 515
563|Lenovo|Thinkpad P71|Notebook|17.3|8|Windows 10|3.4|2999.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|256|0|SSD|No|Nvidia|Quadro M620M
564|Asus|FX553VD-DM627T (i5-7300HQ/8GB/1TB|Notebook|15.6|8|Windows 10|2.5|839.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7300HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1050
565|Dell|XPS 13|Ultrabook|13.3|8|Windows 10|1.21|1599.0|4K Ultra HD|3840|2160|Yes|Yes|No|Intel|1.6|Core i5 8250U|128|0|SSD|No|Intel|UHD Graphics 620
